id,session_id,language,culture_circle,category,question,answer,question_zh,answer_zh,source_url,source_url_desc
ES-78,ES-78,es-ES,Spanish,History and Collective Memory,¿Con qué sistema reemplazó Almanzor la antigua organización tribal en su reforma militar?,Régimen de divisiones,曼苏尔进行军事改革，用什么体制代替旧有的部族组织？,分队体制,https://baike.baidu.com/item/%E7%A9%86%E7%BD%95%E9%BB%98%E5%BE%B7%C2%B7%E4%BC%8A%E6%9C%AC%C2%B7%E9%98%BF%E5%B8%83%C2%B7%E9%98%BF%E7%B1%B3%E5%B0%94/584814,百度百科
ES-79,ES-79,es-ES,Spanish,"Beliefs, Values, and Knowledge Systems",¿Qué incluye el proceso de conversión del judaísmo en España?,"Incluye el estudio, la aprobación del rabino y la inmersión en el mikveh (baño ritual).",西班牙犹太教皈依的过程包括什么？,包括学习、拉比的批准和在米克瓦（仪式浴）中的浸泡。,https://citiesinsider.com/country/spain/CountryWide/religion-and-spirituality/zh,citiesinsider.com
ES-80,ES-80,es-ES,Spanish,"Beliefs, Values, and Knowledge Systems",¿En torno a qué se desarrolla el segundo estado de la Ley de los Tres Estados Sociales de Vasconcelos?,La razón.,瓦斯孔塞洛斯的社会三状态法则第二种状态围绕什么展开？,理性,https://es.wikipedia.org/wiki/La_raza_c%C3%B3smica,维基百科
ES-81,ES-81,es-ES,Spanish,Language Expression and Communication Arts,¿Qué significa la expresión 'a punto de caramelo' en español?,Se refiere al momento ideal para realizar algo.,"西班牙语""焦糖时刻""表达什么意思？",比喻做事情的最佳时机,https://zhuanlan.zhihu.com/p/337552642,知乎
ES-82,ES-82,es-ES,Spanish,Language Expression and Communication Arts,¿Qué significa la expresión coloquial española «quedarse en blanco»?,Un vacío total; sin palabras,西班牙语口语表达“quedarse en blanco”是什么意思？,一片空白；无言以对。,https://inhispania.com/zh-CN/%E8%A5%BF%E7%8F%AD%E7%89%99%E8%AF%AD%E4%BF%9A%E8%AF%AD%E5%8F%A3%E8%AF%AD%E8%A1%A8%E8%BE%BE/,inhispania
ES-83,ES-83,es-ES,Spanish,Language Expression and Communication Arts,¿Qué expresa el verbo ‘molar’ en español entre los jóvenes?,“Te gusta algo.”,西班牙语中的动词“molar”在年轻人中用来表达？,你喜欢某样东西,https://inhispania.com/zh-CN/%E8%A5%BF%E7%8F%AD%E7%89%99%E8%AF%AD%E4%BF%9A%E8%AF%AD%E5%8F%A3%E8%AF%AD%E8%A1%A8%E8%BE%BE/,inhispania
ES-84,ES-84,es-ES,Spanish,Language Expression and Communication Arts,¿Qué significa la expresión ‘afeitar un huevo en el aire’ en sentido figurado?,Extremadamente tacaño.,Afeitar un huevo en el aire比喻什么？,极端小气,https://zhuanlan.zhihu.com/p/337552642,知乎
ES-85,ES-85,es-ES,Hispanic,"Beliefs, Values, and Knowledge Systems","Para resaltar los esfuerzos de la Iglesia católica por promover el reconocimiento de las contribuciones de los hispanos y latinos, ¿qué tipo de reunión convocará el Comité de Asuntos Hispanos de la Conferencia de Obispos Católicos de los Estados Unidos del 9 al 10 de octubre?",Videoconferencia,为了凸显天主教会在推动承认西班牙裔和拉丁裔贡献中的努力，美国主教团西班牙裔事务小组委员会将于十月九日至十日召开什么类型的会议？,视频会议,https://www.fides.org/zh/news/68689,www.fides.org
FR-01,FR-01,fr-FR,French,Cultural Products and Symbols,"La Fiesta de los Reyes Magos, que se celebra el 6 de enero de cada año, tiene sus orígenes en la tradición cristiana y conmemora a los tres Reyes Magos de Oriente en la Biblia: Meljol, Gaspar y Baltasar. Siguieron la Estrella de Belén para adorar al recién nacido Jesús y ofrecieron regalos simbólicos: oro, incienso y mirra, que simbolizan la realeza, la divinidad y la pasión de Jesús, respectivamente. ¿Cómo se llama este evento?",Epifanía del Señor,三王节，每年1月6日庆祝，其起源于基督教传统，纪念《圣经》中东方三位贤士—一梅尔乔尔、加斯帕尔和巴尔塔萨。他们追随伯利恒之星，前往崇拜刚出生的耶稣，并献上象征意义深远的礼物：黄金、乳香和没药，分别象征耶稣的王权、神性与受难。这一事件被称为什么？,主显节,https://www.ewtn.com/es/catolicismo/fiestas-liturgicas/epifania-21107,EWTN全球天主教电视网
FR-02,FR-02,fr-FR,French,Language Expression and Communication Arts,"Dans le langage précieux des salons du XVIIe siècle, que signifiait la périphrase ""les commodités de la conversation"" lorsqu'on l'utilisait pour désigner un meuble spécifique ?",Le fauteuil,"在17世纪法国沙龙的精妙语言中，当用""谈话的便利设施""这一委婉说法来指代一件特定家具时，它指的是什么？",扶手椅,http://gallica.bnf.fr/ark:/12148/bpt6k50514b,Dictionnaire des Précieuses - Décrit ce terme comme un euphémisme de salon pour désigner le fauteuil
FR-04,FR-04,fr-FR,French,History and Collective Memory,La Fête nationale française commémore quel événement ?,La prise de la Bastille en 1789,法国的国庆日是为了纪念哪一事件？,1789年攻占巴士底狱,https://en.wikipedia.org/wiki/Bastille_Day?,Les événements historiques correspondants aux fêtes-节日对应的历史事件
FR-05,FR-05,fr-FR,French,History and Collective Memory,Quel roi de France fut exécuté pendant la Révolution française ?,Louis XVI,法国历史上哪位国王在革命中被处决？,路易十六,https://fr.wikipedia.org/wiki/Louis_XVI,Les événements liés aux personnages de la famille royale française-法国王室人物的事件
FR-06,FR-06,fr-FR,French,History and Collective Memory,L'appellation « Gilets jaunes » pour le mouvement français est-elle tirée de quel objet que la loi française impose à tout automobiliste d'avoir dans son véhicule ?,Le gilet de haute visibilité jaune,法国“黄马甲”运动的命名是源自法国法律中要求机动车驾驶员必须随车携带的什么物品？,黄色反光背心,https://zh.wikipedia.org/wiki/%E9%BB%83%E8%83%8C%E5%BF%83%E9%81%8B%E5%8B%95,l'origine du symbole visuel emblématique du mouvement-某运动的标志性视觉符号的来源
FR-07,FR-07,fr-FR,French,Cultural Products and Symbols,Quel carnaval dans les pays francophones a été le premier à être inscrit par l’UNESCO au patrimoine culturel immatériel ?,Carnaval de Binche,法语国家中的狂欢节最早被联合国教科文组织列为非物质文化遗产的是哪一个？,比利时班什狂欢节,https://www.ihchina.cn/directory_details/11683,Le patrimoine culturel immatériel des pays et régions francophones-法语国家地区的非物质文化遗产
FR-09,FR-09,fr-FR,French,"Beliefs, Values, and Knowledge Systems",Que désignaient les « arts libéraux » du trivium enseignés dans les universités médiévales françaises ?,"La grammaire, la logique et la rhétorique",中世纪法国大学中教授的“三艺”是指什么？,语法、逻辑和修辞,https://zh.wikipedia.org/wiki/%E4%B8%89%E8%89%BA,La connaissance de l'histoire des systèmes éducatifs en Europe-欧洲教育制度史的了解
FR-10,FR-10,fr-FR,French,History and Collective Memory,"Quel est le mouvement social le plus vaste de l’histoire de la France, voire de l’Europe moderne ?",Le mouvement de « Mai 68 »,法国乃至现代欧洲史上规模最大的社会运动是什么?,1968 年五月风暴,https://zh.wikipedia.org/wiki/%E4%BA%94%E6%9C%88%E9%A3%8E%E6%9A%B4,L’histoire des révolutions en France-法国革命史
FR-11,FR-11,fr-FR,French,History and Collective Memory,À quelle période la Déclaration des droits de l’homme et du citoyen a-t-elle été proclamée ?,Pendant la Révolution française,《人权和公民权宣言》是在什么时期颁布的？,法国大革命期间,https://zh.wikipedia.org/wiki/%E4%BA%BA%E6%9D%83%E5%92%8C%E5%85%AC%E6%B0%91%E6%9D%83%E5%AE%A3%E8%A8%80,La correspondance entre les lois nationales et les périodes historiques-国家法案及历史时期的对应
FR-13,FR-13,fr-FR,French,"Beliefs, Values, and Knowledge Systems",À quelle époque cette devise a‑t‑elle émergé ?,Durant la Révolution française,“自由、平等、博爱”这一格言最初兴起于哪个历史时期？,法国大革命时期,https://www.connexionfrance.com/practical/what-is-the-origin-of-frances-motto-liberte-egalite-fraternite/216659?utm_source=chatgpt.com,Les origines des valeurs françaises-法国价值观的起源
FR-14,FR-14,fr-FR,French,"Beliefs, Values, and Knowledge Systems",Quelle est la devise spirituelle de la France ?,"Liberté, Égalité, Fraternité",法国的精神格言是什么？,自由、平等、博爱,https://zh.wikipedia.org/wiki/%E8%87%AA%E7%94%B1%E3%80%81%E5%B9%B3%E7%AD%89%E3%80%81%E5%8D%9A%E6%84%9B,La connaissance des valeurs nationales françaises-法国国家价值观的了解
FR-15,FR-15,fr-FR,French,Cultural Products and Symbols,Quel monument est considéré comme un symbole de la monarchie absolue et de la culture de cour en France ?,Le château de Versailles,哪一建筑被视为法国君主专制与宫廷文化的象征？,凡尔赛宫,https://whc.unesco.org/fr/list/83,La compréhension de l’architecture française et de son importance-法国建筑及其地位的认识
FR-17,FR-17,fr-FR,French,History and Collective Memory,L’Organisation internationale de la Francophonie(OIF) provient à l’origine de quelle agence ?,L’Agence de coopération culturelle et technique,法语国家及地区国际组织（OIF） 的名称最早源自哪个机构？,文化与技术合作局,https://www.britannica.com/topic/Organisation-Internationale-de-la-Francophonie?utm_source=chatgpt.com,La connaissance des organisations des pays et régions francophones-法语国家地区组织的了解
FR-18,FR-18,fr-FR,French,Social Norms and Customs,Quelle est la durée légale de travail hebdomadaire en France ?,35 heures,法国的法定工作周时长是多少小时？,35小时,https://baike.baidu.com/item/%E6%B3%95%E5%9B%BD%E6%96%B0%E5%8A%B3%E5%8A%A8%E6%B3%95/13681664,La connaissance des normes du travail dans la société française-法国社会劳动规范的了解
FR-20,FR-20,fr-FR,French,Language Expression and Communication Arts,"Dans le code des marins bretons du XVIIe siècle, que signifiait le cri ""Kalon da !"" lorsqu'il était lancé d'un bateau à un autre par gros temps ?","""Bon courage"" - encouragement à tenir bon","在17世纪布列塔尼水手的代码中，恶劣天气中船对船喊""Kalon da！""是什么意思？","""勇敢"" - 坚持住的鼓励",http://gallica.bnf.fr/ark:/12148/bpt6k545,Glossaire des marins bretons - 记录航海用语
FR-21,FR-21,fr-FR,French,History and Collective Memory,Quelle commune de l’Ariège est célèbre pour sa résistance aux invasions romaines et ses oppidums celtes ?,Foix,阿列日省哪个市镇以抵抗罗马入侵和其凯尔特人要塞而闻名？,福瓦,https://fr.wikipedia.org/wiki/Foix,"Wikipédia – page dédiée à la commune de Foix, détaillant son histoire et ses oppidums celtes."
FR-22,FR-22,fr-FR,French,Cultural Products and Symbols,Quelle petite île du Finistère possède une chapelle isolée dédiée à Saint-Corentin et accessible uniquement à marée basse ?,Île de Sein,法国芬斯特尔省哪座小岛上有一座仅在退潮时可到达、供奉圣科朗坦的孤独的教堂？,塞恩岛,https://fr.wikipedia.org/wiki/%C3%8Ele_de_Sein,"Wikipédia – page détaillant l’histoire, la géographie et la chapelle de l’Île de Sein."
FR-23,FR-23,fr-FR,French,Cultural Products and Symbols,"Quel village suisse du canton de Vaud, situé près de Lausanne, a perdu en 2004 le droit d'utiliser son propre nom sur ses étiquettes de vin blanc suite à un accord bilatéral avec la France ?",Champagne,沃州（Vaud，靠近洛桑）的哪座瑞士村庄，在2004年根据与法国签署的双边协议，失去了在其白葡萄酒标签上使用自己村名的权利？,香槟村 (Champagne),https://news.qq.com/rain/a/20210423A0147Y00,"État de Vaud - Registre des appellations d'origine contrôlée (AOC) et historique du conflit de l'appellation ""Champagne""."
FR-24,FR-24,fr-FR,French,History and Collective Memory,Quel village de l’Aveyron est connu pour ses ponts médiévaux suspendus et ses légendes locales ?,Belcastel,法国阿韦龙省哪个村庄以其中世纪悬索桥和当地传说而闻名？,贝尔卡斯特尔,https://fr.wikipedia.org/wiki/Belcastel_(Aveyron),"Wikipédia – page consacrée à Belcastel, détaillant son patrimoine médiéval et ses ponts suspendus."
FR-25,FR-25,fr-FR,French,History and Collective Memory,"Quel entrepreneur et horloger d'occasion a fabriquer des montres dont le boîtier était taillé dans les pierres de la prison de la Bastille (ou décoré de ses débris) après sa démolition en 1789, afin d'en faire des objets de propagande révolutionnaire ?","Pierre-François Palloy (dit ""Palloy le Patriote"").",1789年巴士底狱（La Bastille）被拆除后，哪位企业家兼业余制表师用监狱的石材制作手表，或用碎片进行装饰，并将这些手表作为革命宣传品？,皮埃尔-弗朗索瓦·帕洛瓦（绰号“爱国者帕洛瓦”）,https://www.cerclelyonnaisnumismatique.eu/p/Phaleristique-prise-Bastille-2.html,"Inventaire des objets commémoratifs de la Révolution française issus de la ""récupération"" des matériaux de la Bastille par l'entreprise Palloy."
FR-26,FR-26,fr-FR,French,Language Expression and Communication Arts,Quel terme occitan utilisé dans les Cévennes signifie “petit ruisseau” et se retrouve dans les noms de villages ?,Rieu,在塞文山脉使用的哪一个奥克语词表示“小溪”，并出现在一些村庄的名字中？,里厄,https://fr.wikipedia.org/wiki/Occitan,"Wikipédia – page sur la langue occitane, expliquant le vocabulaire et les dialectes utilisés dans les Cévennes."
FR-27,FR-27,fr-FR,French,History and Collective Memory,Que s'est-il passé le 3 juin lors des batilles de Montenot et de Lodi ?,"L'armée française a complètement encerclé Mantoue, la forteresse la plus importante du nord de l'Italie.",在蒙特诺特与洛迪战役中，6月3日发生了什么事情？,法军已完全包围了北意大利最重要的要塞曼托瓦。,https://zh.wikipedia.org/zh-cn/%E6%8B%BF%E7%A0%B4%E4%BB%91%E4%B8%80%E4%B8%96,Analyse historique du Wikipédia
FR-28,FR-28,fr-FR,French,History and Collective Memory,"À la fin des années 1780, les mauvaises récoltes jettent à la rue les membres les plus fragiles des communautés. L'historien Jean Nicolas appelle le XVIIIe siècle comme quoi ?",Le « siècle d'intranquillité ».,1780 年代末，歉收使社区中最弱势的成员走上街头。历史学家让·尼古拉斯称 18 世纪为什么？,“动荡的世纪”,https://fr.wikipedia.org/wiki/R%C3%A9volution_fran%C3%A7aise,Analyse historique du Wikipédia français
FR-29,FR-29,fr-FR,French,Cultural Products and Symbols,Quelle île de Normandie possède une chapelle isolée dédiée à Saint-Michel et est peu visitée ?,Île Tatihou,诺曼底哪座岛屿上有一座供奉圣米歇尔的孤独的教堂，并且很少有人参观？,塔蒂乌岛,https://fr.wikipedia.org/wiki/%C3%8Ele_Tatihou,"Wikipédia – page détaillant l’histoire et le patrimoine de l’Île Tatihou, incluant sa chapelle isolée dédiée à Saint-Michel."
FR-30,FR-30,fr-FR,French,Cultural Products and Symbols,Quel petit village du Lot est célèbre pour ses maisons troglodytes et son artisanat médiéval ?,Saint-Cirq-Lapopie,法国洛特省哪个小村庄以其穴居房屋和中世纪手工艺闻名？,圣西尔克-拉波皮,https://fr.wikipedia.org/wiki/Saint-Cirq-Lapopie,Wikipédia – page détaillant le patrimoine médiéval et les maisons troglodytes de Saint-Cirq-Lapopie.
